tweet_id,content,post_date,relevance
A114,"Excelente notícia para o mundo. Graças ao esforço de pesquisadores chegamos em tempo recorde a produção de uma vacina, já aprovada no Reino Unido.\n\nO desafio agora vai ser fazer ela chegar a mais de 7 bilhões de pessoas em todo o mundo!\n\nVamos construir uma fábrica de em BH? ",2020-12-02,relevant
A1904,Os cara que até ontem PROIBIAM MULHER DE DIRIGIR vão vacinar a população enquanto o brasil tá fazendo campanha contra falando que se tomar injeção vira mutante ,2020-12-19,relevant
A1751,@MarlondaVit1 @LINDONJHONSON2  infelizmente é verdade. 😢,2020-04-21,irrelevant
A366,"#ÉquaseNatal Floresceram em abundância os vasos de ""Estrelas de Natal"" ou ""Flores do Espírito Santo"" que começaremos a colocar nos parques, praças e ruas de Curitiba para agradecer ao Bom Jesus o ano que vai nascer - se Deus quiser com várias Vacinas. ",2020-11-18,relevant
A1850,"Alguns partidos ainda funcionam como monarquias onde as decisões são tomadas entre pai e filho ou entre marido e esposa. Não passam de projetos familiares. Ainda bem que o PT está vacinado contra isto e  continuamos militando num projeto plural, democrático e participativo.",2020-06-12,irrelevant
A1924,Que em 2021 possamos estar vivos e bem e viajar de novo em segurança com a família #tbt #cuba #viagemmaravilhosa #vontadedeviajar #vacinaparatodosjá💉✊ #ForaBolsonaro ,2020-12-31,relevant
A1606,"2/ Os EUA vêm pressionando os países a não assiná a quebra de patentes re. a vacinas #COVID19 ou a aprovar uma versão mais amena. Os países pobres, principalmente  africanos, vêm resistindo à pressão de Trump, impulsionada pelas farmacêuticas dos EUA. \n\n",2020-05-19,relevant
A951,"O Complexo atuará com foco na pesquisa e produção de vacinas, medicamentos, insumos estratégicos e equipamentos técnicos de biotecnologia, cuidado em\nsaúde e vigilância epidemiológica, sanitária e ambiental. \n\nNosso plano completo está disponível aqui: ",2020-10-19,relevant
A1459,"...Dessa forma, o Brasil deve se valer de todas as vacinas que forem aprovadas pelas instituições especializadas e disponibilizadas no mercado mundial, seja de qual país for. A incompetência, a irresponsabilidade e a burocracia não podem estar acima da vida...",2020-12-11,relevant
A1303,"🚨AGU entrega (finalmente) ao STF , o plano NACIONAL de vacinação contra covid.\n.\nÉ tudo tão surreal. Precisamos do Congresso e do STF para pressionar o Ministério da Saúde fazer o dever de casa BÁSICO!",2020-12-12,relevant
A1737,"Começa hj a 3ª fase de vacinação contra a gripe. A vacina protege da H1N1, H3N2 e InfluenzaB. Não protege contra o #coronavírus. Mas é importante p/ proteger contra a gripe e ajudar os profissionais da saúde a se concentrarem melhor em identificar e tratar pessoas com a #covid19. ",2020-05-09,irrelevant
A1264,"Alguém ser contra qualquer vacina, testada e aprovada, é sintoma de insanidade. Pode ser pós-modernista, ecologista, veganista, naturalista, negacionista, nacionalista, ideologista, politicista...Imbecilidade pura.",2020-09-03,relevant
A707,"Em entrevista na @RdGuaibaOficial há pouco, falei sobre a pandemia do Coronavírus em Porto Alegre e também sobre a campanha de vacinação contra a gripe para idosos, que inicia nesta quarta-feira, 25.",2020-03-24,irrelevant
A148,"Não existe segunda onda de covid. O vírus não foi embora e voltou. Ele sempre esteve presente, desde março deste ano, e continuará por aqui durante um bom tempo, até que surja uma vacina realmente eficaz e viável.\n(continua...)",2020-11-26,relevant
A339,"Hoje nossas equipes de Saúde estão vacinando a domicílio os doentes, os acamados, os asilados e hóspedes de casas de repouso, perto de 4 mil idosos em isolamento. Na foto após a vacinação o Arcebispo emérito de Curitiba nosso padrinho de casamento Dom Pedro Fedalto(91 anos). ",2020-03-27,irrelevant
A622,"Por isso, se eu for prefeito, vamos usar recursos do Fundo Municipal de Saúde e cortar gastos, para, em parceria com o Ministério da Saúde, tão logo houver vacina testada e comprovada, disponibilizar a todos os porto-alegrenses. #DeuDeCrise",2020-10-26,relevant
A1209,"""Se houver demanda (pela vacina), nós vamos comprar"". Essa frase foi dita hoje pelo atual ministro da Saúde. O Brasil teve 842 mortes por covid nas últimas 24 horas.",2020-12-08,relevant
A1489,"Estou acompanhando e vou cobrar para que a vacina esteja disponível para todos os que desejam se imunizar, nos quatro cantos do país, especialmente para aqueles que são dos grupos de risco.",2020-12-09,relevant
A1699,"Outros países asiáticos também estão conseguindo conter a propagação do vírus substancialmente. Além disso, cientistas de vários locais do mundo estão progredindo no desenvolvimento de vacinas contra o coronavírus.",2020-03-19,relevant
A1463,Nosso Presidente @blogdojefferson apresenta a Vacina para Pedófilo. \n\n100% de eficácia e 0% de reincidência 👊🇧🇷 ,2020-09-03,irrelevant
A154,"@vemai15 Gente, a vacina não depende só da prefeitura, infelizmente. Mas podem ter certeza que não mediremos esforços para trazê-la para Cuiabá, seguindo todas as normas necessárias 💚",2020-11-19,relevant
A1167,"Cuidado com a ditadura que querem nos impor com a vacina da COVID-19. \n\nEstamos falando de uma vacina EXPERIMENTAL, e todos nós corremos o risco de sermos cobaias. \n\nIsso é um desrespeito com a vida dos paulistanos, e não podemos aceitar que siga adiante! ",2020-11-10,relevant
A1335,Principais medidas e recomendações do @governosp no combate ao Coronavírus:\n\n- Parceria com farmácias privadas para campanha de vacinação; \n- Venda de álcool em gel sem margem de lucro nos supermercados;\n- Férias coletivas para professores estaduais;,2020-03-19,relevant
A77,Mais de 30 países iniciaram vacinação contra covid-19. Mais alguém (além do presidente) não dá bola pra isso??,2020-12-28,relevant
A1697,"A contribuição da @fiocruz para a saúde pública é indiscutível. Sempre apoiei as pesquisas científicas. Elas exercem papel imprescindível no desenvolvimento do país. Em emenda aprovada pelo Congresso Nacional garantimos, para esse ano, R$ 4,06 bilhões à Fundação.",2020-03-18,relevant
A357,"#CuritibaContraVírus A partir de amanhã começa a segunda fase da campanha de vacinação contra a gripe destinada aos doentes crônicos. Assim como na primeira fase, a vacinação dos doentes crônicos será feita de forma escalonada em Curitiba.",2020-04-21,irrelevant
A1845,"No ES, o governador Renato Casagrande afirmou que não deixará os capixabas desprotegidos e, na falta de um plano nacional de vacinação concreto, o Espírito Santo tomará todas as medidas necessárias para adquirir as vacinas e imunizar a população.",2020-12-14,relevant
A1244,Imperdível! Entrevista com Dra.Margareth Dalcolmo (da Escola Nacional de Saúde Pública da Fiocruz) para o Globo. Um dos nomes da  pneumologia no Brasil aponta que estão ocorrendo mortes por coronavírus sem diagnóstico.\n ,2020-03-27,irrelevant
A1355,"É inadmissível que o governo Bolsonaro politize a vacina contra a Covid-19, excluindo a parceria entre o Butantã e a chinesa Cinovac. Como dizem os próprios chineses, ""não importa a cor do gato, importa que ele cace o rato"". O foco deve ser salvar vidas e não picuinha política.",2020-10-16,relevant
A1582,"O órgão regulatório britânico, o MHRA, diz que a vacina, que oferece até 95% de proteção contra a covid-19, é segura para adoção.\n\nAs imunizações podem começar dentro de alguns dias para pessoas em grupos prioritários, como idosos e profissionais de saúde. ",2020-12-03,relevant
A1593,E o Democracia Cristã apoiando o que é importante a nível Brasil para o bem-comum.\nQue Deus nos ajude a trazer logo a vacina! ,2020-06-29,relevant
A1077,1 - Foi divulgado um resumo oficial de 03 dias de vacinação nos Estados Unidos.\n\n- 272.000 doses aplicadas até o dia 19/12.\n\n- 112.800 vacinados até o dia 18/12.,2020-12-21,relevant
A1106,Vou lutar para Salvador ser uma  das primeiras a acessar essa vacina. O setor do turismo foi um dos mais afetados pela pandemia. #Saúde #OlíviaNaRádioSociedade @radiosociedade,2020-10-27,relevant
A1239,"1- Ainda falta entregar EPIs, respiradores e kits de testes\n\n2- Descompasso entre proposta de cronograma de entrega de vacinas e agulhas e seringas\n\n3- Falta de técnicos que entendam que cabe ao Ministério articular o plano com estados e municípios",2020-12-21,relevant
A182,Vacinação de idosos com mais de 60 anos e de profissionais de saúde começa hoje.\n\n#gripe #fernandofrancischini #coronavírus #covid19 #vacinacaocontragripe ,2020-03-23,irrelevant
A979,Fiocruz defende adoção urgente de ações de lockdown no Estado do Rio de Janeiro ,2020-05-06,irrelevant
A407,"A fome, Governador é um inimigo real! Ela não é curada com vacina! As pessoas precisam é de comida na mesa e isso, não pode esperar. Deixe a população trabalhar, não colabore ainda mais a  dor dos pais de família. ",2020-07-16,irrelevant
A444,Google tem acesso a dados e posição de celular 24h e o que perguntamos na nossa intimidade.\n\nFacebook traça perfil de personalidade de usuários melhor do que cônjuge e pode conduzir teste psicológico em escala mundial.\n\nMas é na vacina que colocaram chip para monitorar você.,2020-12-17,relevant
A1015,Hoje temos 22 milhões de estudantes das redes municipais fora da escola. As aulas voltarão —e devem voltar— antes da vacina. Quais as providências foram tomadas para dar mais ventilação às salas de aula? @alexandres01,2020-12-03,relevant
A515,"Mesmo sem garantia de vacinação, Eduardo Leite voltou a propor retomada das aulas presenciais. As escolas públicas já não contavam com infraestrutura mínima para aulas cotidianas, quem dirá agora em meio a pandemia!? Enquanto isso, as escolas de elite... ",2020-09-01,relevant
A893,"Com muito orgulho que comemoramos hoje, 25 de maio, o aniversário da @fiocruz! São 120 anos de inovação e vanguarda mundial na área de saúde. Essa é a força do trabalhador carioca e esse potencial tem que ser aproveitado! Leia + em:  ",2020-05-25,relevant
A1191,"“Vacina, não; veneno, sim. Governo Bolsonaro libera 10 agrotóxicos produzidos na China”\n\n“Bolsonaro diz que não comprará vacina chinesa, mesmo se aprovada pela Anvisa”\n\nUm governo genocida resumido em duas manchetes.",2020-10-24,relevant
A638,"No Programa de Vacinas, pretendemos imunizar, de forma rápida e eficaz, 100% da população de Porto Alegre. #turmaboaapoiaturmaboa",2020-11-13,relevant
A666,negociando com todos aqueles que estão produzindo a vacina. Tá na hora da capital gaúcha ter uma prefeita que se preocupe com as pessoas. #AgoraÉManuela65 \n\nImagem: @midianinja,2020-11-09,relevant
A625,"@Jainearlete Vi que tu já tens candidato a prefeito, então deves ter acompanhado os debates. Sempre fui bem claro sobre isso, mas faço questão de repetir: o poder público deve disponibilizar a vacina, mas sem obrigatoriedade.",2020-11-12,relevant
A1189,"""É só uma gripezinha.""\n\n""E daí?""\n\n""Não sou coveiro.""\n\n""Não vamos comprar a vacina.""\n\n200 milhões de brasileiros estão nas mãos de um sujeito que odeia a vida. 12 milhões de paulistanos não podem ficar refém de seu puxa saco.",2020-10-21,relevant
A173,"@Lukneto Meu querido @Lukneto,\nmeu retorno mais assíduo nas redes sociais se mostrou mais necessário nesse momento de isolamento social devido a Pandemia da COVID-19. Mas tenho fé de que em breve teremos a vacina que permitirá que eu siga mostrando meu trabalho com afeto e real presença.",2020-09-28,relevant
A1447,"Mas não estamos parados, criamos um plano B para caso o governo federal não coordene este plano de vacinação. Acabei de assinar uma carta de intenções para o Instituto @butantanoficial colocando Aracaju na lista de cidades com interesse na aquisição de 300 mil doses da CoronaVac. ",2020-12-16,relevant
A1138,"B. Johnson: É a pior crise de saúde da geração\nMerkel: 70% da Alemanha deve contrair, ñ tem vacina.\nMacron: É a crise sanitária mais grave do séc.\nShinzo Abe: Tomemos medidas duras\nTrump: Emergência! Isolamento social\n\nBolsonaro: É só uma gripe. Vou fazer uma festinha de niver!",2020-03-17,relevant
A775,"Se há histórico no Brasil de campanhas nacionais de vacinação (inclusive com erradicação de doenças como pólio e as campanhas da H1N1), porque do judiciário imiscuir-se nisso?",2020-12-15,relevant
A1645,"A @googlebrasil lançou a versão brasileira do “Explicando IA”, que é uma iniciativa do Instituto de Internet da Universidade de Oxford em parceria com a empresa, visando a entender um pouco melhor a ferramenta que está mudando o mundo. \n\nDá uma passada lá: ",2020-08-25,irrelevant
A1638,"Hoje é um dia histórico, uma grande vitória da ciência! Margaret Keenan, de 90 anos, se tornou a primeira pessoa no mundo a ser vacinada contra covid-19. Que hoje seja o dia em que a humanidade começou a vencer à guerra contra esse vírus terrível... ",2020-12-08,relevant
A158,"@L3n1_ @marciakpinheiro Aguardando aprovação da ANVISA, enquanto isso já abrimos diálogo com o governo de SP para receber doses da coronavac e vamos preparar a logística. Prepara o bracinho!! #vemai",2020-12-12,relevant
A211,Esperança!! Johnson &amp; Johnson iniciará testes em humanos de vacina para Covid-19. A empresa já assinou acordo com o governo dos Estados Unidos para produzir mais de 1 bilhão de doses até 2021. ,2020-06-11,relevant
A1289,Diretor do Butantan deixa claro q o efeito adverso causado em 1 único paciente não tem relação com a vacina. @anvisa_oficial de forma POLÍTICA serve aos interesses asquerosos de @jairbolsonaro e prejudica SP e todo país ao suspender os estudos da vacina contra o coronavírus.,2020-11-10,relevant
A1234,"Quase 180 mil mortos pela Covid no Brasil\n\nExpectativa: plano nacional de vacinação\n\nRealidade: ARMINHA liberada a partir de 1º de janeiro, talkei? \n\nEstamos sendo governados por um genocida.",2020-12-09,relevant
A635,"A Alemanha acha difícil vacinar 100 mil pessoas por dia. O SUS é capaz de vacinar 1,5 milhão por dia. Temos capacidade, mas temos impeditivos q agem de maneira criminosa para comprar a vacina e avacalham a única esperança de conter a pandemia. Valorizem o SUS! Defendam a vacina!",2020-11-01,relevant
A578,"Pra quê tanta ansiedade com a vacina né general Pazuello?\nSão só 183 mil seres humanos até agora, mortos no #Brasil pela doença que teu patrão @jairbolsonaro chamou de ""gripezinha""... ",2020-12-16,relevant
A645,"Uma boa notícia p/ fechar esse dia tão conturbado: na corrida mundial pela vacina contra Covid-19, 6 já apresentaram potencial p/ serem testadas em humanos. Parabéns aos cientistas q estão trabalhando incansavelmente p/ salvar a vida de milhares de pessoas ",2020-05-04,relevant
A1680,"Já saíram 2 ministros da saúde, e o terceiro um militar que não conhece o SUS, segue as ordens do presidente cegamente, ideologizando até a Vacina contra o Coronavírus.\nSabemos que o que experimentamos durante a pandemia, tocou em cada pessoa o sentimento profundo de humanidade.",2020-11-02,relevant
A761,Laboratório anuncia 90% de eficácia em teste de vacina contra coronavírus  ,2020-06-16,relevant
A1232,"O povo nos EUA já derrotou Trump e quem não acredita na medicina, na ciência, na vacina. Nós temos que fazer de SP a capital da resistência, da solidariedade, da paz, da esperança. #DebateEstadao",2020-11-10,relevant
A1328,"Para de acreditar que a vacina já está pronta, porque não está. Ela está sendo testada. “Ah, mas vamos ser otimistas”. Vamos, mas não vamos ser otimistas antes do tempo. Aí não é otimismo, é burrice. #BrasilUrgente",2020-07-25,relevant
A1598,"Campanha O Brasil precisa do SUS vai mobilizar a sociedade para defender o nosso sistema de saúde e exigir do governo que fortaleça os investimentos no setor público, além de estabelecer urgentemente um plano de vacinação nacional contra a Covid-19. ",2020-12-15,relevant
A1920,"Portugal, governo socialista. Já tem vacina pra todo mundo. Brasil, governo fascista, não tem vacina pra ninguém.\nUma escolha muito difícil.",2020-12-28,relevant
A1440,"Em entrevista ao SE1 agora, o prefeito de Aracaju, Edvaldo Nogueira afirmou que, se o Governo Federal não adotar a vacinação, a Prefeitura de Aracaju fará por conta própria. Mas é preciso a aprovação da Anvisa quanto ao uso da vacina.",2020-12-30,relevant
A1021,‘MP da vacina’ acirra o conflito federativo ,2020-12-12,relevant
A972,"Fechamos o ano de 2020 assinando a doação que, por meio de uma lei de nossa autoria, permitiu o repasse de R$20 milhões da Alerj para a Fiocruz utilizar no combate à pandemia Covid-19. ",2020-12-30,relevant
A340,Veja onde vacinar (80 anos ou +) no link: #BomDiaDoPrefeitoGreca,2020-04-01,irrelevant
A331,"O Prefeito reeleito de CURITIBA continua fazendo parceria com @jdoriajr ,na vacina,nas ações ditadoras, o que o outro faz ele copia. E CURITIBA só pensa na ""lindeza"" da cidade. O povo sendo ENGANADO, igualzinho Hitler fazia, ao mostrar na mídia os campos de concentração.",2020-12-30,relevant
A2017,"Por 13 anos, a classe trabalhadora tinha escolhas a fazer nos governos petistas: ocupação para os ativos e renda para os inativos. No retorno do neoliberalismo, com Temer e Bolsonaro, a escolha mudou e se tornou cruel: fome ou vírus, sem ocupação e renda e muito menos vacina.",2020-12-31,relevant
A2052,⚠️Melhoria na vacinação em Goiânia já! ,2020-03-23,irrelevant
A2025,"Entendo os receios e até a revolta de algumas pessoas quando o tema é a reabertura de atividades econômicas, mas, o coronavírus veio para ficar por muito tempo e, enquanto não se disponibiliza uma vacinação em massa, temos que sobreviver, salvar empresas, empregos e a arrecadação ",2020-06-19,relevant
A904,@OGloboPolitica Acho que esta discussão sobre a vacinação compulsória está se dando cedo demais: ainda não temos uma vacina com eficácia comprovada pronta para ser aplicada; e também não temos ainda conhecimento completo sobre o próprio vírus. (2/2),2020-10-21,relevant
A163,EUA compra toda a vacina em produção!\n\nComo não ser antiimperialista?,2020-07-22,relevant
A1146,Quase 5 meses da vacina cubana. \n\nAlguém aí foi pra Cuba atrás dela?\n\n@GuilhermeBoulos continua cego pela ideologia. ,2020-07-27,relevant
A1034,Fiocruz rejeita pedido de vacina para ministros do STF e STJ e diz que estoque irá para Ministério da Saúde ,2020-12-23,relevant
A171,"A campanha nacional de vacinação contra o sarampo teve o prazo prorrogado e acompanhará o calendário da vacinação contra a gripe, de 23 de março a 22 de maio.\n",2020-03-20,irrelevant
A378,#BrasilLivreDoVirus O Ministro Paulo Guedes defende a vacinação em massa como medida de proteção à Economia e retomada do Brasil. Todos aplaudimos a boa ideia. Minha ideia de que o Brasil é um pássaro e suas asas são a Saúde e a Economia ilumina o futuro.#Imunizaçãojá ,2020-12-20,relevant
A1130,"@bezicorrea isto não tem nada a ver. Se alguém não tomar vacina não é porque não queira e sim por não poder, por causas médicas. Eh preciso uma boa logística e eficientes campanhas de divulgação e esclarecimento.",2020-10-17,relevant
A1515,"@adrianamccray Acima de 75 é o primeiro grupo, junto com profissionais de saúde e idosos de 60 pra cima que vivem em asilos. Segundo grupo é de idosos de 60 a 74. Isso tudo vamos esclarecendo. Estamos adquirindo todo o material e logística, mas precisamos do mais importante: a vacina!",2020-12-09,relevant
A1268,"De forma sábia, @jairbolsonaro recua e governo anuncia compra de 46 milhões de doses da Coronavac. Venceu o bom senso! A população não pode sofrer as consequências de interesses políticos, tampouco aos ideológicos dos negacionistas.\n\nSaúde acima de tudo, vacina acessível a todos!",2020-10-20,relevant
A181,Idosos e profissionais de saúde são os primeiros a serem imunizados. Vacinação vai ajudar no controle do coronavírus.\n#coronavirusnobrasil #covid19 #covid_19\n#fernandofrancischini ,2020-03-21,relevant
A166,"Bolsonaro afirma que não irá aceitar vacina por questões ideológicas! A maior prova que o atual governo não esta interessado em salvar vidas ou até a economia. Afinal, todo gestor sabe que sem vacina e controle da disseminação do vírus não existe retomada segura das cidades #C65",2020-10-21,relevant
A576,"Esse tipo de atitude de Bolsonaro ao dizer que quem quiser tomar vacina terá que assinar termo de responsabilidade, incentivando o movimento antivacina e estimulando a desconfiança na Ciência, é criminosa! O Brasil está em alerta. É urgente vacinas para todos e #ForaBolsonaro",2020-12-15,relevant
A1421,"36 mil mortes em SP não é normal. Reabrir as escolas é errado. Doria responde ao tempo do lucro e não da vida, empurrando nossa classe para a morte. Reabertura das escolas só com vacina. Todo apoio à luta das comunidades escolares. #escolasfechadas #aulasserecuperamvidasnao",2020-10-06,relevant
A419,"ATENÇÃO: Não podemos descuidar da prevenção da covid19 principalmente com idosos e outros grupos de risco. Fiocruz mantém alerta para ""possível retomada de crescimento"" de casos no CE. #COVID__19 #ForaBolsonaroGenocida #Fortaleza #LuizianneLins",2020-08-10,irrelevant
A1349,"GRAVÍSSIMO!!! Com suas declarações irresponsáveis, Bolsonaro está incentivando movimentos antivacina no Brasil. Um assunto que tinha sido resolvido por Oswaldo Cruz voltará a ser um problema, o que trará problemas à saúde de milhares de pessoas. É revoltante!",2020-08-31,relevant
A1846,"O plano de vacinação apresentado pelo Governo Federal no fim de semana, infelizmente é muito frágil, simplista e deixa uma série de questionamentos em aberto. É obrigação do poder público oferecer alternativas p/ proteger o cidadão, por isso pedimos celeridade e ações competentes",2020-12-14,relevant
A405,O mundo todo vacinando e o Brasil vacilando! Meu DEUS!!!,2020-12-29,relevant
A1690,Não perca o prazo da vacinação 😊 ,2020-02-14,irrelevant
A78,"Adeus, 2020! Se saia! Vamos na fé mergulhar no novo ciclo, pedindo luz e proteção e fazendo a nossa parte com dedicação, honestidade e amor. Que Deus tenha misericórdia do Brasil e que a vacina venha logo. Pode chegar, 2021! ",2020-12-31,relevant
A1456,"A saúde em Aracaju já foi motivo de orgulho para nós. Controlávamos as doenças com tanto compromisso com a vida do povo, que alcançamos os melhores índices de vacinação do país. As metas era superadas em 100%. Isso nos bons tempos do PT-13.",2020-07-30,relevant
A1295,"As últimas decisões de Trump:\n@realDonaldTrump anunciou hj decreto para barrar exportações de vacinas fabricadas no país. #americafirst .\n\n@jairbolsonaro , é claro, já colocou o Brasil no fim da fila há muito tempo.",2020-12-08,relevant
A320,"Leis  servem pra que?\nNão posso como cidadã ser obrigada a tomar compulsóriamente uma vacina, ainda em testes ,que pode causar danos a saúde física. Ministros do @STF_oficial estão nos constrangendo ilegalmente. @jairbolsonaro só o Sr. defende nossa liberdade individual. ",2020-12-17,relevant
A1597,"Bolsonaro gasta milhões para empurrar cloroquina goela abaixo dos brasileiros, mas vai exigir ""termo de responsabilidade"" para a vacina. É mais uma investida obscurantista e intimidatória desse governo genocida contra a vacinação em massa\n#ForaBolsonaroGenocida",2020-12-15,relevant
A1636,"As ótimas notícias sobre a pesquisa da vacina em Oxford só reforçam que nós temos que ouvir os cientistas, não os terraplanistas, principalmente aqueles que só tem a oferecer um falso remédio.",2020-07-21,relevant
A693,Fiquei tão mais feliz vendo a live do @caetanoveloso ❤️ que queria ir até 2021 (e a vacina) com esse sentimento,2020-12-19,relevant
A300,"Compromisso assumido!!\n""NÃO VOU OBRIGAR NINGUÉM  TOMAR VACINA"". \nEmpresário  Moisés Luppion, mais um grande apoio para campanha da psicóloga Marisa Lobo, Prefeita Curitiba. \n#Conservadora \n#MarisaLobo70 \n#LockdownNÃO \n#VacinaCovidobrigatoriaNão ",2020-11-08,relevant
A853,"Não há data definida do início da vacinação contra a Covid-19, mas o Estado do Rio precisa se planejar para fazer de forma correta, sem erros ou riscos. Vou sempre cobrar atitude e transparência. Competência é o mínimo e salva milhares de vidas. #DelegadaMarthaRocha #Covid19",2020-12-05,relevant
A479,"Bom dia, meus amigos. \nÉ preciso ter esperança e fé.\n\nVacina contra coronavírus é testada com sucesso em macacos, diz laboratório; resultado ainda precisa ser validado | Coronavírus | G1 ",2020-04-26,relevant
A1847,"Acabamos de protocolar uma Indicação à Prefeitura de Vitória, solicitando que a campanha de vacinação contra a gripe seja adaptada ao esquema drive thru, priorizando idosos e cidadãos no grupo de risco. Em Santos já começou e está dando muito certo! @santos_agora 👏👏",2020-03-24,irrelevant
A968,"Rio lidera o número de mortes registradas por covid-19, são 565 nas últimas 2 semanas. 565 famílias chorando suas perdas só no RJ. Enquanto isso o presidente insiste no negacionismo e venda os olhos p/ um plano de vacinação. \n\nÉ mais que irresponsabilidade, é política de morte.",2020-12-16,relevant
A1406,Bolsonaro não tomará vacina. Ainda não inventaram imunizante contra a ignorância.,2020-12-15,relevant
A1381,"Na entrevista ao @programapanico, reiterei meu compromisso com a busca da vacina para combater a pandemia e salvar vidas. Bolsonaro é um irresponsável, que sabota os esforços da ciência, conduzindo o Brasil ao caos. #ForaBolsonaroGenocida ",2020-11-12,relevant
A1759,"🚩 LOCAIS DE VACINA PARA INFLUENZA (H1N1) | Começa hoje: crianças de 6 meses a 6 anos; idosos (mais de 60 anos) e profissionais da saúde. Pelo bem de todos, evite aglomerações e busque o local mais próximo de você! #EduardoBraide #BraideTrabalha #Prevenção #VacinaContraH1N1 ",2020-03-23,irrelevant
A1762,"A vacina contra H1N1 continua! Compartilhe os locais, horários e lembre-se: a prevenção é o melhor caminho. #EduardoBraide #BraideTrabalha\n#PelaSaúde #PelaPrevenção #ContraoH1N1 ",2020-04-06,irrelevant
A225,Julho começa com uma grande notícia!! Testes mostraram que vacina experimental gera anticorpos contra a #Covid_19 Parabéns à ciência!!!🙏 ,2020-07-01,relevant
A514,"Começa agora a divulgação da 4ª etapa da pesquisa - Educação na Pandemia do @Maes_Pais! Não se pode pensar no volta às aulas sem políticas públicas de proteção e defesa da vida, como vacinação gratuita e planejamento construído junto à comunidade escolar!\n",2020-08-21,relevant
A1105,"O governador @costa_rui é parte da base de governadores do Nordeste do Brasil que luta contra esse presidente nefasto apoiado pelo prefeito ACM Neto. Um presidente que não quer nem que o povo tenha direito à vacinação, que está desmantelando a SUS.#Olívia65 #OlíviaDebateTVE",2020-10-24,relevant
A1519,Vacinação COVID: já temos estocado 115 mil agulhas e 325 mil seringas para vacinação contra covid assim que tivermos uma vacina aprovada. É o suficiente para a primeira fase dos grupos prioritários: profissionais de saúde e idosos.,2020-12-09,relevant
A1609,2- O auxílio emergencial não é caridade. É indenização para que as pessoas permaneçam em casa enquanto não houver vacina. Nossa luta é pelos R$ 600\n#600pelobrasil,2020-09-04,relevant
A448,"Enquanto os EUA chegam à marca de 1 milhão de pessoas vacinadas, o Brasil segue atolado na lama da negligência assassina de Bolsonaro, para quem ""a melhor vacina é o vírus"". É um escárnio assombroso com a vida das quase 200 mil vítimas do coronavírus no país. Que desastre!",2020-12-23,relevant
A712,"Mas é importante entender que o vírus vai continuar entre nós até o fim do ano, ele tem uma capacidade muito rápida de ser transmitido e não temos vacina. Será um ano muito diferente. Teremos reflexos em todas as áreas.",2020-04-09,relevant
A1893,"A deputada @Adriana_Accorsi defende agora a possibilidade de serviço remoto para servidores estaduais, enquanto não houver a vacina para Covid, uma vez que muitos tiveram que retornar aos trabalhos em alguns órgãos do Estado.\n\n#Goias #Covid19",2020-12-14,relevant
A884,"Amanhã pela manhã terei uma reunião com a Nisía Trindade, presidente da Fiocruz, maior centro de pesquisa e de produção de vacinas de toda a América Latina -orgulho brasileiro- p discutir nosso plano de vacinação da covid-19. ",2020-12-20,relevant
A387,"Nosso bairro é como a extensão da nossa casa, por isso sempre queremos ele ainda melhor, garantindo nossa qualidade de vida. Para você, o que pode melhorar? Deixe aqui sua opinião e vamos conversar! \n#ProfessorAnizio #TôComOProfessor #Fortaleza2020 ",2020-09-07,irrelevant
A1290,"Hoje, a Cãmara aprovou , em votação simbólica, crédito extra de 2 bilhões para a vacina Astrazeneca.\n\nSegundo a presidente do FioCruz , Nísia T.Lima, já foram destinados 3,6 bilhões de reais à instituição.",2020-12-02,relevant
A1255,"Aos retardados que estão tuitando vacina chinesa não, recomendo olhar os armários: talvez tenham de fazer uma fogueira e queimar celulares, tênis de corrida, roupas em geral, utensílios de cozinha...",2020-06-12,relevant
A676,"Boa semana para quem não nem vacina, nem insumos para vacinar (seringas), nem carteirinha, nem governo para organizar. ",2020-12-07,relevant
A1632,"Em 2021, muitos serão os desafios, como a garantia da vacina para todos e todas, e a nossa luta será constante na defesa do povo Rio Grande do Norte. Vamos continuar com uma oposição que realmente trabalha em prol de todos os brasileiros. Quem sempre te defende é o PT!",2020-12-29,relevant
A296,"Greca(DEM) Francischini(PSL) e Goura ( PDT) Defendem vacina compulsória para Curitiba. \nMARISA LOBO NÃO!!! \n""Não seremos cobaias""\nAcorda Curitiba #Mude\n",2020-10-26,relevant
A1999,"Me tirem uma dúvida, Caiado continua Governador de Goiás ou virou Ministro da Saúde? Abandonou o Estado e só fala de cronograma, logística, armazenamento da vacina.",2020-12-16,relevant
A819,"Recebemos, hoje (24), o 1° efetivo das Forças Armadas e da Cruz Vermelha, que irá nos ajudar na disseminação da Campanha de Vacinação contra a Influenza e na prevenção do novo Coronavírus. Agradecemos ao presidente @jairbolsonaro e ao General Arruda pela ajuda na cidade. ",2020-03-24,irrelevant
A160,"A prefeitura pode facilitar a vida do cidadão disponibilizando informações sobre consultas e exames nos postos de saúde, medicamentos e períodos de vacinação.\n\nSaiba mais sobre mim através do site abaixo:\n#cuiaba #novocuiaba #cuiabazinho #cuiabrasa ",2020-10-06,irrelevant
A1173,"Incrível o tempo e as vidas que o Brasil está perdendo! Temos instituições de excelência como a Fiocruz, mas o governo está ocupado em liberar a cloroquina... ",2020-05-18,relevant
